业务ID,apply_time,opertime_min,opertime_max,min_begin,max_begin
26511,41850,41931,42221,81,371
26512,41850,41937,42219,87,369
26513,41910,41937,42228,27,318
26514,41910,41942,42585,32,675
26515,41910,41948,42347,38,437
26516,41910,41949,42422,39,512
26517,41910,41956,42584,46,674
26518,41910,41966,42481,56,571
26519,41910,41982,42528,72,618
26520,41970,41996,42491,26,521
26521,41970,41998,42490,28,520
26522,41970,42000,42508,30,538
26523,41970,42006,42520,36,550
26524,41970,42018,42810,48,840
26525,41970,42040,42535,70,565
26526,42030,42050,42572,20,542
26527,42030,42052,42819,22,789
26528,42030,42056,42832,26,802
26529,42090,42099,42831,9,741
26530,42090,42121,42579,31,489
26531,42090,42159,42834,69,744
26532,42090,42163,42594,73,504
26533,42150,42165,42592,15,442
26534,42150,42167,42596,17,446
26535,42150,42170,42597,20,447
26536,42150,42190,42601,40,451
26537,42150,42193,42602,43,452
26538,42210,42202,42841,-8,631
26539,42210,42225,42619,15,409
26540,42210,42229,42841,19,631
26541,42210,42266,42630,56,420
26542,42210,42271,42838,61,628
26543,42210,42276,42843,66,633
26544,42270,42281,42645,11,375
26545,42270,42299,42669,29,399
26546,42270,42305,42649,35,379
26547,42330,42311,42651,-19,321
26548,42330,42318,42654,-12,324
26549,42330,42336,42656,6,326
26550,42330,42349,42660,19,330
26551,42330,42373,42849,43,519
26552,42330,42388,42765,58,435
26553,42330,42391,42855,61,525
26554,42330,42392,42853,62,523
26555,42330,42397,42859,67,529
26556,42450,42426,43430,-24,980
26557,42450,42451,42712,1,262
26558,42450,42483,42864,33,414
26559,42450,42500,42879,50,429
26560,42450,42516,42737,66,287
26561,42510,42519,42868,9,358
26562,42510,42554,42792,44,282
26563,42510,42558,42748,48,238
26564,42510,42560,42749,50,239
26565,42510,42561,42753,51,243
26566,42570,42562,42753,-8,183
26567,42570,42564,42753,-6,183
26568,42570,42565,42865,-5,295
26569,42570,42624,42871,54,301
26570,42570,42636,42826,66,256
26571,42570,42642,42957,72,387
26572,42570,42651,42779,81,209
26573,42570,42654,42893,84,323
26574,42630,42663,42804,33,174
26575,42630,42667,42839,37,209
26576,42630,42670,42875,40,245
26577,42630,42679,42882,49,252
26578,42690,42713,42913,23,223
26579,42690,42722,42930,32,240
26580,42690,42731,42936,41,246
26581,42690,42766,42952,76,262
26582,42690,42771,42956,81,266
26583,42690,42789,42974,99,284
26584,42690,42792,42974,102,284
26585,42690,42794,43970,104,1280
26586,42690,42800,43059,110,369
26587,42750,42815,42994,65,244
26588,42750,42822,42998,72,248
26589,42750,42826,43001,76,251
26590,42810,42829,43009,19,199
26591,42810,42832,43013,22,203
26592,42810,42833,43011,23,201
26593,42810,42837,43030,27,220
26594,42810,42837,43024,27,214
26595,42810,42838,43031,28,221
26596,42870,42887,43039,17,169
26597,42930,42935,44040,5,1110
26598,42930,42939,43054,9,124
26599,42930,42943,43099,13,169
26600,42930,42953,43048,23,118
26601,42930,42955,43054,25,124
26602,42990,42984,43084,-6,94
26603,42990,42989,44060,-1,1070
26604,42990,43008,43079,18,89
26605,42990,43023,43099,33,109
26606,42990,43026,43114,36,124
26607,43050,43036,43142,-14,92
26608,43050,43073,43132,23,82
26609,43050,43075,43149,25,99
26610,43110,43120,43167,10,57
26611,43110,43134,43188,24,78
26612,43170,43159,43314,-11,144
26613,43170,43168,43265,-2,95
26614,43170,43190,43347,20,177
26615,43230,43210,43329,-20,99
26616,43230,43215,43333,-15,103
26617,43230,43242,43905,12,675
26618,43230,43253,43912,23,682
26619,43230,43263,43393,33,163
26620,43230,43271,43912,41,682
26621,43290,43286,43918,-4,628
26622,43290,43298,43467,8,177
26623,43290,43309,43920,19,630
26624,43290,43320,43479,30,189
26625,43350,43345,43922,-5,572
26626,43350,43482,43689,132,339
26627,43350,43355,43925,5,575
26628,43350,43450,43929,100,579
26629,43410,43462,44470,52,1060
26630,43410,43504,43822,94,412
26631,43410,43473,43828,63,418
26632,43410,43501,43932,91,522
26633,43410,43512,43937,102,527
26634,43470,43516,43942,46,472
26635,43470,43518,43939,48,469
26636,43470,43520,44121,50,651
26637,43470,43523,43993,53,523
26638,43470,43524,44067,54,597
26639,43530,43525,44590,-5,1060
26640,43530,43527,44129,-3,599
26641,43530,43642,44038,112,508
26642,43530,43655,44136,125,606
26643,43530,43665,44139,135,609
26644,43590,43669,44630,79,1040
26645,43590,43688,44171,98,581
26646,43590,43689,44250,99,660
26647,43650,43703,44635,53,985
26648,43650,43709,44203,59,553
26649,43650,43710,44217,60,567
26650,43650,43714,44635,64,985
26651,43650,43717,44363,67,713
26652,43710,43720,44639,10,929
26653,43710,43723,44645,13,935
26654,43710,43727,44308,17,598
26655,43710,43739,44314,29,604
26656,43710,43743,44348,33,638
26657,43770,43905,44349,135,579
26658,43770,43907,45050,137,1280
26659,43830,43910,44457,80,627
26660,43830,43912,44652,82,822
26661,43890,43919,44652,29,762
26662,43890,43929,44652,39,762
26663,43950,43933,44438,-17,488
26664,43950,43993,44655,43,705
26665,44010,44025,44459,15,449
26666,44010,44027,44665,17,655
26667,44070,44056,44656,-14,586
26668,44070,44064,44487,-6,417
26669,44070,44067,44659,-3,589
26670,44130,44116,44506,-14,376
26671,44130,44117,44510,-13,380
26672,44130,44270,44677,140,547
26673,44190,44288,44734,98,544
26674,44190,44310,44683,120,493
26675,44250,44324,44733,74,483
26676,44250,44332,44700,82,450
26677,44250,44338,44719,88,469
26678,44310,44353,44733,43,423
26679,44370,44369,44727,-1,357
26680,44370,44374,44741,4,371
26681,44370,44385,44779,15,409
26682,44370,44392,44761,22,391
26683,44430,44432,44857,2,427
26684,44430,44447,44775,17,345
26685,44430,44465,44779,35,349
26686,44430,44494,44863,64,433
26687,44490,44502,44787,12,297
26688,44490,44503,44786,13,296
26689,44550,44536,44877,-14,327
26690,44550,44624,44805,74,255
26691,44610,44625,44878,15,268
26692,44610,44634,44890,24,280
26693,44610,44637,44858,27,248
26694,44610,44639,44883,29,273
26695,44670,44707,44887,37,217
26696,44670,44712,44896,42,226
26697,44730,44764,44955,34,225
26698,44730,44768,44891,38,161
26699,44730,44772,44928,42,198
26700,44730,44776,44937,46,207
26701,44730,44778,44948,48,218
26702,44850,44882,44950,32,100
26703,44910,44925,44952,15,42
26704,44910,44927,44961,17,51
26705,44970,44972,45088,2,118
26706,44970,44979,45091,9,121
26707,44970,44986,45205,16,235
26708,44970,45017,45101,47,131
26709,45030,45029,46120,-1,1090
26710,45030,45030,45229,0,199
26711,45030,45033,45243,3,213
26712,45030,45051,45243,21,213
26713,45090,45095,45256,5,166
26714,45090,45098,45317,8,227
26715,45150,45133,45264,-17,114
26716,45150,45139,45269,-11,119
26717,45150,45183,45276,33,126
26718,45150,45198,45291,48,141
26719,45210,45226,45283,16,73
26720,45330,45306,45366,-24,36
26721,45330,45312,45363,-18,33
26722,45330,45335,45392,5,62
26723,45330,45359,45500,29,170
26724,45390,45392,45615,2,225
26725,45390,45400,45431,10,41
26726,45510,45499,45614,-11,104
26727,45510,45507,45619,-3,109
26728,45510,45514,45657,4,147
26729,45510,45532,45680,22,170
26730,45510,45551,45740,41,230
26731,45570,45556,45737,-14,167
26732,45630,45611,45764,-19,134
26733,45630,45630,45767,0,137
26734,45630,45633,45779,3,149
26735,45630,45637,45782,7,152
26736,45630,45662,45789,32,159
26737,45630,45665,45794,35,164
26738,45630,45667,45804,37,174
26739,45630,45669,45811,39,181
26740,45690,45672,45856,-18,166
26741,45690,45713,45850,23,160
26742,45690,45735,45957,45,267
26743,45690,45742,45962,52,272
26744,45750,45743,45992,-7,242
26745,45750,45746,46008,-4,258
26746,45750,45756,46030,6,280
26747,45750,45803,46045,53,295
26748,45750,45812,46048,62,298
26749,45810,45819,46053,9,243
26750,45810,45887,46070,77,260
26751,45870,45924,46075,54,205
26752,45870,45932,46073,62,203
26753,45870,45934,46070,64,200
26754,45870,45938,46119,68,249
26755,45870,45941,46083,71,213
26756,45870,45948,46084,78,214
26757,45930,45954,46087,24,157
26758,45990,45989,46101,-1,111
26759,45990,46030,46168,40,178
26760,46050,46079,46166,29,116
26761,46110,46096,46156,-14,46
26762,46110,46100,46132,-10,22
26763,46110,46111,46172,1,62
26764,46110,46124,46160,14,50
26765,46170,46160,46267,-10,97
26766,46170,46195,46219,25,49
26767,46230,46203,46272,-27,42
26768,46230,46226,46278,-4,48
26769,46230,46259,46366,29,136
26770,46290,46277,46426,-13,136
26771,46290,46286,46331,-4,41
26772,46290,46294,46337,4,47
26773,46350,46329,46361,-21,11
26774,46350,46332,46410,-18,60
26775,46410,46387,46441,-23,31
26776,46410,46400,46543,-10,133
26777,46470,46479,46532,9,62
26778,46470,46480,46610,10,140
26779,46470,46484,46513,14,43
26780,46530,46502,46599,-28,69
26781,46530,46544,46583,14,53
26782,46590,46574,46609,-16,19
26783,46590,46593,46641,3,51
26784,46650,46637,46663,-13,13
26785,46710,46693,46749,-17,39
26786,46710,46696,46732,-14,22
26787,46710,46709,46759,-1,49
26788,46770,46756,46804,-14,34
26789,46770,46782,46843,12,73
26790,46830,46808,46858,-22,28
26791,46830,46810,46843,-20,13
26792,46830,46816,46863,-14,33
26793,46830,46836,46928,6,98
26794,46890,46867,46959,-23,69
26795,46890,46872,47047,-18,157
26796,46890,46910,47038,20,148
26797,46950,46928,46967,-22,17
26798,46950,46945,47071,-5,121
26799,47010,47015,47110,5,100
26800,47010,47029,47231,19,221
26801,47010,47032,48040,22,1030
26802,47010,47074,47168,64,158
26803,47070,47090,47143,20,73
26804,47070,47093,47207,23,137
26805,47130,47110,47190,-20,60
26806,47130,47133,47197,3,67
26807,47190,47166,47274,-24,84
26808,47190,47168,47440,-22,250
26809,47190,47206,47291,16,101
26810,47190,47213,47342,23,152
26811,47250,47254,47310,4,60
26812,47250,47269,47315,19,65
26813,47310,47320,47393,10,83
26814,47310,47323,47375,13,65
26815,47370,47345,47400,-25,30
26816,47370,47347,47446,-23,76
26817,47370,47352,47414,-18,44
26818,47370,47362,47431,-8,61
26819,47370,47374,47435,4,65
26820,47370,47380,47421,10,51
26821,47370,47390,47597,20,227
26822,47370,47398,47440,28,70
26823,47430,47453,47496,23,66
26824,47430,47458,47547,28,117
26825,47430,47459,47529,29,99
26826,47490,47491,47527,1,37
26827,47550,47537,47560,-13,10
26828,47550,47541,47582,-9,32
26829,47550,47543,47583,-7,33
26830,47550,47581,47605,31,55
26831,47610,47590,47636,-20,26
26832,47610,47608,47659,-2,49
26833,47610,47607,47639,-3,29
26834,47610,47612,47666,2,56
26835,47610,47621,47661,11,51
26836,47670,47666,47778,-4,108
26837,47730,47704,47760,-26,30
26838,47730,47712,47754,-18,24
26839,47730,47728,47806,-2,76
26840,47730,47739,47788,9,58
26841,47790,47769,47850,-21,60
26842,47910,47913,48008,3,98
26843,47970,47969,48073,-1,103
26844,47970,47982,48050,12,80
26845,47970,48014,48043,44,73
26846,48030,48017,48056,-13,26
26847,48030,48017,48091,-13,61
26848,48030,48032,48076,2,46
26849,48030,48045,48108,15,78
26850,48030,48046,48083,16,53
26851,48090,48067,48088,-23,-2
26852,48090,48067,48137,-23,47
26853,48090,48082,48156,-8,66
26854,48090,48085,48155,-5,65
26855,48090,48115,48150,25,60
26856,48150,48172,48202,22,52
26857,48150,48178,48308,28,158
26858,48210,48216,48265,6,55
26859,48270,48250,48299,-20,29
26860,48270,48255,48324,-15,54
26861,48270,48272,48333,2,63
26862,48270,48307,48343,37,73
26863,48330,48338,48369,8,39
26864,48330,48342,48369,12,39
26865,48330,48353,48388,23,58
26866,48330,48355,48442,25,112
26867,48390,48374,48448,-16,58
26868,48390,48399,48513,9,123
26869,48450,48433,48494,-17,44
26870,48450,48447,48488,-3,38
26871,48450,48450,48505,0,55
26872,48450,48463,48538,13,88
26873,48450,48465,48536,15,86
26874,48510,48502,48598,-8,88
26875,48510,48507,48560,-3,50
26876,48510,48532,48582,22,72
26877,48510,48535,48590,25,80
26878,48510,48543,48633,33,123
26879,48510,48543,48611,33,101
26880,48510,48547,48712,37,202
26881,48570,48589,48656,19,86
26882,48570,48590,48662,20,92
26883,48630,48628,48716,-2,86
26884,48630,48635,48682,5,52
26885,48630,48646,48763,16,133
26886,48630,48656,48820,26,190
26887,48750,48736,48819,-14,69
26888,48750,48754,48821,4,71
26889,48750,48773,48835,23,85
26890,48810,48815,48858,5,48
26891,48810,48836,48868,26,58
26892,48870,48877,48920,7,50
26893,48930,48911,49007,-19,77
26894,48930,48916,49070,-14,140
26895,48930,48932,49024,2,94
26896,48990,48985,49087,-5,97
26897,48990,49005,49078,15,88
26898,48990,49014,49068,24,78
26899,49050,49042,49113,-8,63
26900,49110,49088,49178,-22,68
26901,49110,49128,49183,18,73
26902,49110,49135,49194,25,84
26903,49110,49138,49186,28,76
26904,49170,49174,49231,4,61
26905,49170,49185,49237,15,67
26906,49170,49190,49263,20,93
26907,49230,49223,49277,-7,47
26908,49230,49228,49299,-2,69
26909,49290,49263,49334,-27,44
26910,49290,49270,49331,-20,41
26911,49290,49270,49386,-20,96
26912,49290,49276,49424,-14,134
26913,49290,49288,49452,-2,162
26914,49290,49299,49416,9,126
26915,49290,49308,49457,18,167
26916,49350,49327,49538,-23,188
26917,49350,49338,49496,-12,146
26918,49350,49351,49543,1,193
26919,49350,49358,49504,8,154
26920,49350,49361,49551,11,201
26921,49350,49369,49524,19,174
26922,49350,49372,49531,22,181
26923,49410,49418,49600,8,190
26924,49410,49426,49554,16,144
26925,49410,49433,49593,23,183
26926,49410,49434,49585,24,175
26927,49410,49441,49600,31,190
26928,49410,49444,49617,34,207
26929,49410,49445,49611,35,201
26930,49470,49451,49625,-19,155
26931,49470,49457,49635,-13,165
26932,49470,49458,49669,-12,199
26933,49470,49464,49670,-6,200
26934,49530,49531,49666,1,136
26935,49530,49533,49698,3,168
26936,49530,49587,49688,57,158
26937,49590,49593,49736,3,146
