name,come,wait,begin,finish,t_relax_time
doc00,0.0,0.0,0.0,4.76408101250547,76.69839116777041
doc01,6.983029253033456,0.0,6.983029253033456,12.358510838917184,79.29982517346095
doc02,10.175263021393935,0.0,10.175263021393935,16.941272514710363,85.27088979549838
doc03,12.726496319979429,0.0,12.726496319979429,20.71718967878523,76.46170193264564
doc04,13.730135924748776,3.211136589961587,16.941272514710363,20.187638001444295,82.12283577413663
doc05,17.63192116661937,2.555716834824924,20.187638001444295,23.680026625196945,89.64144156806124
doc06,20.712516422512216,0.004673256273012072,20.71718967878523,22.744126815356942,84.55690947214899
doc07,21.669381184803516,1.0747456305534264,22.744126815356942,29.21326313394691,75.62163236619745
doc08,21.818138324399246,1.8618883007976983,23.680026625196945,27.9094204745605,77.26993560604797
doc09,25.450037864583642,2.4593826099768563,27.9094204745605,40.141758422747834,75.50504586623177
doc10,25.470851873832686,6.0552856462577225,31.52613752009041,38.17275486861277,81.35468114674866
doc11,28.902716473191727,0.31054666075518256,29.21326313394691,31.52613752009041,76.1227267377511
doc12,29.078219955680638,9.094534912932133,38.17275486861277,40.23411272219869,83.55143723062844
doc13,38.22795003187217,1.9138083908756656,40.141758422747834,45.274429291757805,77.08843894024757
doc14,39.23562009369047,3.7581280545092497,42.99374814819972,46.45516201629361,80.80591257031419
doc15,39.76482282725049,0.4692898949481972,40.23411272219869,42.99374814819972,80.15565370381121
doc16,49.70794124507217,0.0,49.70794124507217,57.45163826987863,82.16030853298005
doc17,52.0073587625091,0.0,52.0073587625091,54.470308382715174,73.17148236801863
doc18,55.18539735644746,0.0,55.18539735644746,57.44227913558961,74.65247348891981
doc19,56.0215514850793,1.4207276505103081,57.44227913558961,61.23599499493578,77.03460669225552
doc20,69.60153420048218,0.0,69.60153420048218,75.86406963130219,88.53840142617717
doc21,69.6268957629868,0.0,69.6268957629868,72.58790133649461,83.1900533936055
doc22,69.66973771482498,2.9181636216696347,72.58790133649461,75.7237042356102,83.09450437602119
doc23,74.5995854355093,1.1241188001009021,75.7237042356102,77.95922832940342,77.38560094708632
doc24,84.3766504309389,0.0,84.3766504309389,92.18777466782404,76.15632311356228
doc25,84.54820923877878,0.0,84.54820923877878,86.59241138864719,81.34749990178014
doc26,85.13517789148368,1.4572334971635144,86.59241138864719,89.88146292318918,69.73231566121112
doc27,85.44625264829004,4.435210274899134,89.88146292318918,93.35880173554871,76.53116854740036
doc28,85.59035372499284,6.5974209428312065,92.18777466782404,96.37013141392768,84.12790031051496
doc29,86.8890918233189,6.469709912229803,93.35880173554871,95.62305661513447,89.7413616475453
doc30,102.11260487997458,0.0,102.11260487997458,106.9568199783827,85.10889768677791
doc31,103.14618097878349,0.0,103.14618097878349,107.16535889199757,73.39865202088045
doc32,105.84302800074566,1.1137919776370353,106.9568199783827,109.32112142732005,85.03308218267436
doc33,106.81535263215699,0.3500062598405833,107.16535889199757,110.12532003368318,87.95674922472608
doc34,111.92760368715628,0.0,111.92760368715628,118.50446894434029,88.81791136851865
doc35,114.05902072976696,0.0,114.05902072976696,116.18808105043172,84.5325567380673
doc36,115.92565006245336,0.2624309879783624,116.18808105043172,119.97341903733658,79.19858990821845
doc37,118.41634793024787,0.08812101409242246,118.50446894434029,121.44163175925866,80.39857536765153
doc38,120.15948543316972,0.0,120.15948543316972,123.96783521811469,76.79278875980556
doc39,121.66236185007189,0.0,121.66236185007189,123.94807685536593,80.13631737189358
doc40,123.36484879081544,0.5832280645504824,123.94807685536593,127.27377543099888,76.75945619907998
doc41,125.10808208877056,0.0,125.10808208877056,139.0903075649572,91.65474593305687
doc42,125.22988304592158,4.158949118419713,129.3888321643413,131.76226762254848,86.36708897252585
doc43,126.52646818714226,0.7473072438566248,127.27377543099888,129.3888321643413,81.2143520809207
doc44,132.43042753940114,0.0,132.43042753940114,136.04007881322457,77.60790451910313
doc45,135.02473353339354,1.015345279831024,136.04007881322457,143.3316742674556,76.53807342403219
